Group Pattern,Confidence,Company Code,Vendor,value,Amount Overbooked,Group Contains,Date,Group UUID,Region,Description,Payment Method,Special Intructions,reference,,,
similar payment_method,High,3000,Phunix GmbH,1200,600,All Open,3/4/2025,5eca3a38ff86689da427a44d963b14fd033f081c16b5f46797027fb3aa2d6211,North,Poster and Banner Design,kredit Card,Temporary access to services is provided until full payment,Inv-2625,,,
similar payment_method,High,3000,Phunix GmbH,1200,600,All Open,3/4/2025,5eca3a38ff86689da427a44d963b14fd033f081c16b5f46797027fb3aa2d6211,North,Poster and Banner Design,Credit ard,Temporary access to services is provided until full payment,Inv-2625,,,
similar vendor,High,3000,oiller Company,1200,600,All Open,1/14/2025,626be1f56fe1e58a00ebd8b838de7f7e9f25b353773fa429d416a2a224923828,South,Press Release Writing,Bank Transfer,,Inv-579,,,
similar vendor,High,3000,Miller Compacy,1200,600,All Open,1/14/2025,626be1f56fe1e58a00ebd8b838de7f7e9f25b353773fa429d416a2a224923828,South,Press Release Writing,Bank Transfer,,Inv-579,,,
similar vendor,High,3000,viller Company,1200,600,All Open,1/14/2025,626be1f56fe1e58a00ebd8b838de7f7e9f25b353773fa429d416a2a224923828,South,Press Release Writing,Bank Transfer,,Inv-579,,,
similar vendor,High,3000,Miiller Company,1200,600,All Open,1/14/2025,626be1f56fe1e58a00ebd8b838de7f7e9f25b353773fa429d416a2a224923828,South,Press Release Writing,Bank Transfer,,Inv-579,,,
similar vendor,High,3000,Miller Comppany,1200,600,All Open,1/14/2025,626be1f56fe1e58a00ebd8b838de7f7e9f25b353773fa429d416a2a224923828,South,Press Release Writing,Bank Transfer,,Inv-579,,,
similar payment_method,High,3000,Proveedor 1,1200,600,All Cleared,1/14/2025,6d8f655b3e4c9a40673a01655565ca330ae09544484d27189e3c44819bc402d8,West,Printing and Reproduction,PPayPal,,Inv-7346,,,
similar payment_method,High,3000,Proveedor 1,1200,600,All Cleared,1/14/2025,6d8f655b3e4c9a40673a01655565ca330ae09544484d27189e3c44819bc402d8,West,Printing and Reproduction,PaPal,,Inv-7346,,,
similar payment_method,High,3000,Proveedor 1,1200,600,All Cleared,1/14/2025,6d8f655b3e4c9a40673a01655565ca330ae09544484d27189e3c44819bc402d8,West,Printing and Reproduction,PafPal,,Inv-7346,,,
similar special_instructions,High,3000,IOT AG New GL - (InterCompany Acco,1200,600,All Open,2/24/2025,705ecbcca58015e32556308132fbb15acdbe6b700593efdf256d5189ef80686b,West,Product Launch Services,Credit Card,,Inv-9967,,,
similar special_instructions,High,3000,IOT AG New GL - (InterCompany Acco,1200,600,All Open,2/24/2025,705ecbcca58015e32556308132fbb15acdbe6b700593efdf256d5189ef80686b,West,Product Launch Services,Credit Card,,Inv-9967,,,
similar special_instructions,High,3000,IOT AG New GL - (InterCompany Acco,1200,600,All Open,2/24/2025,705ecbcca58015e32556308132fbb15acdbe6b700593efdf256d5189ef80686b,West,Product Launch Services,Credit Card,,Inv-9967,,,
similar special_instructions,High,3000,IOT AG New GL - (InterCompany Acco,1200,600,All Open,2/24/2025,705ecbcca58015e32556308132fbb15acdbe6b700593efdf256d5189ef80686b,West,Product Launch Services,Credit Card,,Inv-9967,,,
similar payment_method,High,3000,Global Business Properties,1200,600,All Cleared,3/4/2025,76a4b5bf7bad1b18cdd645d534a98917e03fb4971a6176e5dfebccd29c4d55ec,East,Product Testing and Evaluation,Credit Car,,Inv-9431,,,
similar region,High,3000,Global Business Properties,1200,600,All Cleared,2/20/2025,7d9cd1c4f11c9d1a2a54e39c2d613be53b82c45abaf8de6ccfb609913f49596c,Suth,Quality Control Services,Cash,,Inv-3569,,,
similar region,High,3000,Global Business Properties,1200,600,All Cleared,2/20/2025,7d9cd1c4f11c9d1a2a54e39c2d613be53b82c45abaf8de6ccfb609913f49596c,Suth,Quality Control Services,Cash,,Inv-3569,,,
similar region,High,3000,Global Business Properties,1200,600,All Cleared,2/20/2025,7d9cd1c4f11c9d1a2a54e39c2d613be53b82c45abaf8de6ccfb609913f49596c,Sotth,Quality Control Services,Cash,,Inv-3569,,,
similar region,High,3000,Global Business Properties,1200,600,All Cleared,2/20/2025,7d9cd1c4f11c9d1a2a54e39c2d613be53b82c45abaf8de6ccfb609913f49596c,Sotth,Quality Control Services,Cash,,Inv-3569,,,
similar reference,High,3000,Global Business Properties,1200,600,All Cleared,2/18/2025,7d9ff6a6bfc35dcff3b88f005598ed98bfa2a48c7daeaed40d4e9cfe3a3d41f2,East,Recruitment and Staffing,Credit Card,,Inv345,,,
similar reference,High,3000,Global Business Properties,1200,600,All Cleared,2/18/2025,7d9ff6a6bfc35dcff3b88f005598ed98bfa2a48c7daeaed40d4e9cfe3a3d41f2,East,Recruitment and Staffing,Credit Card,,Inv-3345,,,
similar reference,High,3000,Global Business Properties,1200,600,All Cleared,2/18/2025,7d9ff6a6bfc35dcff3b88f005598ed98bfa2a48c7daeaed40d4e9cfe3a3d41f2,East,Recruitment and Staffing,Credit Card,,Inv-3345,,,
similar reference,High,3000,Global Business Properties,1200,600,All Cleared,2/18/2025,7d9ff6a6bfc35dcff3b88f005598ed98bfa2a48c7daeaed40d4e9cfe3a3d41f2,East,Recruitment and Staffing,Credit Card,,Invs345,,,
similar reference,High,3000,Global Business Properties,1200,600,All Cleared,2/18/2025,7d9ff6a6bfc35dcff3b88f005598ed98bfa2a48c7daeaed40d4e9cfe3a3d41f2,East,Recruitment and Staffing,Credit Card,,Inv345,,,
similar payment_method,High,3000,Smith & Partners,1200,600,All Open,3/15/2025,828a263c1265960e2d24faa35021acf7ebbef6e269c12aa43b10750c95b78cc7,South,Reputation Management,Casi,,Inv-6848,,,
similar reference,High,3000,Phoenix Supplies,1200,600,All Cleared,3/1/2025,832c01c585d37fa631520efa758cde7284da45848a46e755e9e9d4fba8cc8b0a,North,Risk Management Services,Cash,Specific payment instructions are attached,Inv-82667,,,
similar special_instructions,High,3000,Aramingo-00,1200,600,All Open,4/7/2025,886243053ba1bf5e0f4a70b953bc40b8758e42ee9cba4ca56a56e9a8c9952e33,North,Royalty Payments,Bank Transfer,,Inv-4099,,,
similar special_instructions,High,3000,Aramingo-00,1200,600,All Open,4/7/2025,886243053ba1bf5e0f4a70b953bc40b8758e42ee9cba4ca56a56e9a8c9952e33,North,Royalty Payments,Bank Transfer,,Inv-4099,,,
similar special_instructions,High,3000,Aramingo-00,1200,600,All Open,4/7/2025,886243053ba1bf5e0f4a70b953bc40b8758e42ee9cba4ca56a56e9a8c9952e33,North,Royalty Payments,Bank Transfer,,Inv-4099,,,
similar special_instructions,High,3000,Aramingo-00,1200,600,All Open,4/7/2025,886243053ba1bf5e0f4a70b953bc40b8758e42ee9cba4ca56a56e9a8c9952e33,North,Royalty Payments,Bank Transfer,,Inv-4099,,,
similar payment_method,High,3000,SingaporeIOTMMVENDOR,1200,600,All Open,2/15/2025,9010cdd09cae0da3572e270728a2aaa1de30261ac4d4abb296a25e9909108006,South,Seminar Fees,Bank Transfe,Compliance requirements must be met for processing,Inv-7447,,,
similar payment_method,High,3000,SingaporeIOTMMVENDOR,1200,600,All Open,2/15/2025,9010cdd09cae0da3572e270728a2aaa1de30261ac4d4abb296a25e9909108006,South,Seminar Fees,Bank Transfgr,Compliance requirements must be met for processing,Inv-7447,,,
similar payment_method,High,3000,SingaporeIOTMMVENDOR,1200,600,All Open,2/15/2025,9010cdd09cae0da3572e270728a2aaa1de30261ac4d4abb296a25e9909108006,South,Seminar Fees,Bankk Transfer,Compliance requirements must be met for processing,Inv-7447,,,
similar special_instructions,High,3000,Global Business Properties,1200,600,All Cleared,2/9/2025,9335fe1b0ab1bf53594a5b85cdae6980f4ffed3aa949ba5e90ffd542275881c8,West,SEO Optimization Services,Cash,,Inv-5645,,,
similar special_instructions,High,3000,Global Business Properties,1200,600,All Cleared,2/9/2025,9335fe1b0ab1bf53594a5b85cdae6980f4ffed3aa949ba5e90ffd542275881c8,West,SEO Optimization Services,Cash,,Inv-5645,,,
similar special_instructions,High,3000,Global Business Properties,1200,600,All Cleared,2/9/2025,9335fe1b0ab1bf53594a5b85cdae6980f4ffed3aa949ba5e90ffd542275881c8,West,SEO Optimization Services,Cash,,Inv-5645,,,
similar special_instructions,High,3000,Global Business Properties,1200,600,All Cleared,2/9/2025,9335fe1b0ab1bf53594a5b85cdae6980f4ffed3aa949ba5e90ffd542275881c8,West,SEO Optimization Services,Cash,,Inv-5645,,,
exact,High,3000,Smith & Partners,1200,600,All Open,1/13/2025,965ac15d0071b9009136bbac6afaf39b27f483dad7c2ebc1c9e8cf122cdb7c3b,West,Social Media Advertising,Credit Card,Seasonal rates apply to services rendered,Inv-404,,,
exact,High,3000,Smith & Partners,1200,600,All Open,1/13/2025,965ac15d0071b9009136bbac6afaf39b27f483dad7c2ebc1c9e8cf122cdb7c3b,West,Social Media Advertising,Credit Card,Seasonal rates apply to services rendered,Inv-404,,,
exact,High,3000,Smith & Partners,1200,600,All Open,1/13/2025,965ac15d0071b9009136bbac6afaf39b27f483dad7c2ebc1c9e8cf122cdb7c3b,West,Social Media Advertising,Credit Card,Seasonal rates apply to services rendered,Inv-404,,,
exact,High,3000,COMUNASA,1200,600,All Open,1/3/2025,9c227fd3df3e5c98c894fe19a314fc5ca0591f6aee90edfe0d13e4fac657315f,East,Social Media Management,PayPal,,Inv-379,,,
exact,High,3000,COMUNASA,1200,600,All Open,1/3/2025,9c227fd3df3e5c98c894fe19a314fc5ca0591f6aee90edfe0d13e4fac657315f,East,Social Media Management,PayPal,,Inv-379,,,
exact,High,3000,COMUNASA,1200,600,All Open,1/3/2025,9c227fd3df3e5c98c894fe19a314fc5ca0591f6aee90edfe0d13e4fac657315f,East,Social Media Management,PayPal,,Inv-379,,,
similar reference,High,3000,Anja Müller,1200,600,All Open,3/14/2025,9e095dacc70941b0bbd7bb0a2fb8059f006ba53bf3e8a4be35394445903f2248,West,Software Development Services,Cash,Maintenance fees are included,IInv-577,,,
similar reference,High,3000,Anja Müller,1200,600,All Open,3/14/2025,9e095dacc70941b0bbd7bb0a2fb8059f006ba53bf3e8a4be35394445903f2248,West,Software Development Services,Cash,Maintenance fees are included,Inv-57z,,,
similar reference,High,3000,Anja Müller,1200,600,All Open,3/14/2025,9e095dacc70941b0bbd7bb0a2fb8059f006ba53bf3e8a4be35394445903f2248,West,Software Development Services,Cash,Maintenance fees are included,Invv-577,,,
similar reference,High,3000,Anja Müller,1200,600,All Open,3/14/2025,9e095dacc70941b0bbd7bb0a2fb8059f006ba53bf3e8a4be35394445903f2248,West,Software Development Services,Cash,Maintenance fees are included,Inv-5777,,,
similar region,High,3000,COMUNASA,1200,600,All Open,2/4/2025,9ffc694b9f25ac36a43600422ca74b83a2ebffd43411b81fec94841a10624167,Epst,Sponsorship Fees,PayPal,,Inv-3571,,,
similar region,High,3000,COMUNASA,1200,600,All Open,2/4/2025,9ffc694b9f25ac36a43600422ca74b83a2ebffd43411b81fec94841a10624167,Eastt,Sponsorship Fees,PayPal,,Inv-3571,,,
similar region,High,3000,COMUNASA,1200,600,All Open,2/4/2025,9ffc694b9f25ac36a43600422ca74b83a2ebffd43411b81fec94841a10624167,Eas,Sponsorship Fees,PayPal,,Inv-3571,,,
similar region,High,3000,COMUNASA,1200,600,All Open,2/4/2025,9ffc694b9f25ac36a43600422ca74b83a2ebffd43411b81fec94841a10624167,Eaqt,Sponsorship Fees,PayPal,,Inv-3571,,,
similar date,High,3000,kneifelinchen Sibylle,1200,600,All Open,22025-04-07,a040f57cd5c45e8f6073030c3c4b74dafca82e5f708dcbbda699b4da98e07982,West,Subscription Fees,PayPal,Subscription renewal details are attached,Inv-6439,,,
similar date,High,3000,kneifelinchen Sibylle,1200,600,All Open,2025-04-0u,a040f57cd5c45e8f6073030c3c4b74dafca82e5f708dcbbda699b4da98e07982,West,Subscription Fees,PayPal,Subscription renewal details are attached,Inv-6439,,,
similar description,High,3000,Global Business Properties,1200,600,All Cleared,4/6/2025,a1ed3a73112e2646cf2df4c48d24dff6cd3db013f37582ddb33de3c51b581604,West,Surveyy and Data Collection,Credit Card,,Inv-8138,,,
similar description,High,3000,Global Business Properties,1200,600,All Cleared,4/6/2025,a1ed3a73112e2646cf2df4c48d24dff6cd3db013f37582ddb33de3c51b581604,West,Survey and Data Collecfion,Credit Card,,Inv-8138,,,
similar description,High,3000,Global Business Properties,1200,600,All Cleared,4/6/2025,a1ed3a73112e2646cf2df4c48d24dff6cd3db013f37582ddb33de3c51b581604,West,Survey and Data Collaction,Credit Card,,Inv-8138,,,
similar description,High,3000,Global Business Properties,1200,600,All Cleared,4/6/2025,a1ed3a73112e2646cf2df4c48d24dff6cd3db013f37582ddb33de3c51b581604,West,Survey and Data Collejtion,Credit Card,,Inv-8138,,,
similar vendor,High,3000,Global Busines Properties,1200,600,All Cleared,1/30/2025,a423a4683bef90c00bf1c0c5238b9ab4ec36a8f0e548f5231fb0311283d943d0,North,Team Building Activities,Bank Transfer,,Inv-9667,,,
similar vendor,High,3000,Global Business Propertie,1200,600,All Cleared,1/24/2025,a45d968661c96933881a058687ef9dcc21b3c958116c098095edf82c0efec16a,South,Technical Writing Services,Bank Transfer,,Inv-1057,,,
similar vendor,High,3000,Global Bussness Properties,1200,600,All Cleared,1/24/2025,a45d968661c96933881a058687ef9dcc21b3c958116c098095edf82c0efec16a,South,Technical Writing Services,Bank Transfer,,Inv-1057,,,
similar vendor,High,3000,Global Business Propertties,1200,600,All Cleared,1/24/2025,a45d968661c96933881a058687ef9dcc21b3c958116c098095edf82c0efec16a,South,Technical Writing Services,Bank Transfer,,Inv-1057,,,
similar date,High,3000,WCB - Ontario,1200,600,All Open,4/9/2025,a833f7f95c77ab8603d5ef0e2a1b91eaff3ce63ea5f93418dad42021eb75462e,East,Trade Show Booth Rental,Cash,,Inv-1451,,,
similar date,High,3000,WCB - Ontario,1200,600,All Open,025-04-09,a833f7f95c77ab8603d5ef0e2a1b91eaff3ce63ea5f93418dad42021eb75462e,East,Trade Show Booth Rental,Cash,,Inv-1451,,,
similar vendor,High,3000,Proveedo 1,1200,600,All Cleared,2/9/2025,a936fd3d5863b56de3b152f0baca4ede4e56bbdf21a66eee71ad23c1046dbc29,West,Training and Workshops,Cash,,Inv-2005,,,
similar vendor,High,3000,Poveedor 1,1200,600,All Cleared,2/9/2025,a936fd3d5863b56de3b152f0baca4ede4e56bbdf21a66eee71ad23c1046dbc29,West,Training and Workshops,Cash,,Inv-2005,,,
similar vendor,High,3000,Proveeedor 1,1200,600,All Cleared,2/9/2025,a936fd3d5863b56de3b152f0baca4ede4e56bbdf21a66eee71ad23c1046dbc29,West,Training and Workshops,Cash,,Inv-2005,,,
similar vendor,High,3000,Proeedor 1,1200,600,All Cleared,2/9/2025,a936fd3d5863b56de3b152f0baca4ede4e56bbdf21a66eee71ad23c1046dbc29,West,Training and Workshops,Cash,,Inv-2005,,,
similar value,High,3000,Delta Steel Inc.,12000,600,All Open,2/16/2025,affbb5c7fe851feb7e1c80c7c17dda5f5644f98a6c7f72aad30c29222dc5dbf1,West,Transportation and Logistics,Credit Card,,Inv-2715,,,
similar value,High,3000,Delta Steel Inc.,f200,600,All Open,2/16/2025,affbb5c7fe851feb7e1c80c7c17dda5f5644f98a6c7f72aad30c29222dc5dbf1,West,Transportation and Logistics,Credit Card,,Inv-2715,,,
similar value,High,3000,Delta Steel Inc.,120,600,All Open,2/16/2025,affbb5c7fe851feb7e1c80c7c17dda5f5644f98a6c7f72aad30c29222dc5dbf1,West,Transportation and Logistics,Credit Card,,Inv-2715,,,
similar value,High,3000,Delta Steel Inc.,1d00,600,All Open,2/16/2025,affbb5c7fe851feb7e1c80c7c17dda5f5644f98a6c7f72aad30c29222dc5dbf1,West,Transportation and Logistics,Credit Card,,Inv-2715,,,
exact,High,3000,?????????,1200,600,All Open,1/15/2025,b6e2e50ef7d05837113b7ed02e27cba9f7f1d9b492203c717d75a681d6f42d03,East,Travel and Accommodation,Credit Card,,Inv-4043,,,
exact,High,3000,?????????,1200,600,All Open,1/15/2025,b6e2e50ef7d05837113b7ed02e27cba9f7f1d9b492203c717d75a681d6f42d03,East,Travel and Accommodation,Credit Card,,Inv-4043,,,
exact,High,3000,?????????,1200,600,All Open,1/15/2025,b6e2e50ef7d05837113b7ed02e27cba9f7f1d9b492203c717d75a681d6f42d03,East,Travel and Accommodation,Credit Card,,Inv-4043,,,
exact,High,3000,?????????,1200,600,All Open,1/15/2025,b6e2e50ef7d05837113b7ed02e27cba9f7f1d9b492203c717d75a681d6f42d03,East,Travel and Accommodation,Credit Card,,Inv-4043,,,
exact,High,3000,?????????,1200,600,All Open,1/15/2025,b6e2e50ef7d05837113b7ed02e27cba9f7f1d9b492203c717d75a681d6f42d03,East,Travel and Accommodation,Credit Card,,Inv-4043,,,
similar value,High,3000,Global Business Properties,120,600,All Cleared,2/8/2025,b83e6821f0fcb61ff8ced3e801bcee41990e6d4200f72da0f2fac2b1dd752f36,North,Video Editing Services,Bank Transfer,,Inv-544,,,
similar value,High,3000,Global Business Properties,1x00,600,All Cleared,2/8/2025,b83e6821f0fcb61ff8ced3e801bcee41990e6d4200f72da0f2fac2b1dd752f36,North,Video Editing Services,Bank Transfer,,Inv-544,,,
similar value,High,3000,Global Business Properties,z200,600,All Cleared,2/8/2025,b83e6821f0fcb61ff8ced3e801bcee41990e6d4200f72da0f2fac2b1dd752f36,North,Video Editing Services,Bank Transfer,,Inv-544,,,
similar value,High,3000,Global Business Properties,12c0,600,All Cleared,2/8/2025,b83e6821f0fcb61ff8ced3e801bcee41990e6d4200f72da0f2fac2b1dd752f36,North,Video Editing Services,Bank Transfer,,Inv-544,,,
similar value,High,3000,Global Business Properties,120,600,All Cleared,2/8/2025,b83e6821f0fcb61ff8ced3e801bcee41990e6d4200f72da0f2fac2b1dd752f36,North,Video Editing Services,Bank Transfer,,Inv-544,,,
similar value,High,3000,Canada Customs & Revenue Agency,1o00,600,All Open,1/30/2025,be5ece83c862b96cd6a38ad4a1aa3533d33e58f2c9fb013b61d08d23362791c8,South,Videography Services,Credit Card,,Inv-760,,,
similar value,High,3000,Canada Customs & Revenue Agency,11200,600,All Open,1/30/2025,be5ece83c862b96cd6a38ad4a1aa3533d33e58f2c9fb013b61d08d23362791c8,South,Videography Services,Credit Card,,Inv-760,,,
similar value,High,3000,Canada Customs & Revenue Agency,100,600,All Open,1/30/2025,be5ece83c862b96cd6a38ad4a1aa3533d33e58f2c9fb013b61d08d23362791c8,South,Videography Services,Credit Card,,Inv-760,,,
similar payment_method,High,3000,Anja Müller,1200,600,All Open,2/9/2025,bf2800da288c56923253341760f0001b1ce32be91c4469c75dae57a9d142896b,South,Voiceover Recording,PayPall,,Inv-2833,,,
similar payment_method,High,3000,Anja Müller,1200,600,All Open,2/9/2025,bf2800da288c56923253341760f0001b1ce32be91c4469c75dae57a9d142896b,South,Voiceover Recording,Payal,,Inv-2833,,,
similar payment_method,High,3000,Anja Müller,1200,600,All Open,2/9/2025,bf2800da288c56923253341760f0001b1ce32be91c4469c75dae57a9d142896b,South,Voiceover Recording,PayPaal,,Inv-2833,,,
similar payment_method,High,3000,Anja Müller,1200,600,All Open,2/9/2025,bf2800da288c56923253341760f0001b1ce32be91c4469c75dae57a9d142896b,South,Voiceover Recording,PayPl,,Inv-2833,,,
similar description,High,3000,Proveedor 1,1200,600,All Open,2/11/2025,c0669316d7d78b8505fb903ad16a7099aa98f4354b78c8b37345aea02de401dc,South,Volunteer Cooordination,Cash,Early termination fee applies,Inv-7098,,,
similar description,High,3000,Proveedor 1,1200,600,All Open,2/11/2025,c0669316d7d78b8505fb903ad16a7099aa98f4354b78c8b37345aea02de401dc,South,Volunteer Coordinattion,Cash,Early termination fee applies,Inv-7098,,,
similar description,High,3000,Proveedor 1,1200,600,All Open,2/11/2025,c0669316d7d78b8505fb903ad16a7099aa98f4354b78c8b37345aea02de401dc,South,Vtlunteer Coordination,Cash,Early termination fee applies,Inv-7098,,,
similar description,High,3000,Proveedor 1,1200,600,All Open,2/11/2025,c0669316d7d78b8505fb903ad16a7099aa98f4354b78c8b37345aea02de401dc,South,Volunteer CCoordination,Cash,Early termination fee applies,Inv-7098,,,
similar description,High,3000,?????????,1200,600,All Open,1/4/2025,c6017bb1a3088e0a90b74b796d7f4e816bc2a41e349d209418149d02c5a68fb4,East,Warehousing Servicces,Bank Transfer,,Inv-4951,,,
similar description,High,3000,?????????,1200,600,All Open,1/4/2025,c6017bb1a3088e0a90b74b796d7f4e816bc2a41e349d209418149d02c5a68fb4,East,Warrehousing Services,Bank Transfer,,Inv-4951,,,
similar description,High,3000,?????????,1200,600,All Open,1/4/2025,c6017bb1a3088e0a90b74b796d7f4e816bc2a41e349d209418149d02c5a68fb4,East,Warehousing Servicces,Bank Transfer,,Inv-4951,,,
similar region,High,3000,PA Electronics,1200,600,All Open,1/18/2025,c9368218e2978360009b5ee240a632b40e84c017fd3e249d6cae1bb6b6d54c67,Souqh,Web Hosting Fees,PayPal,Mileage charges are included,Inv-4103,,,
similar region,High,3000,PA Electronics,1200,600,All Open,1/18/2025,c9368218e2978360009b5ee240a632b40e84c017fd3e249d6cae1bb6b6d54c67,outh,Web Hosting Fees,PayPal,Mileage charges are included,Inv-4103,,,
similar region,High,3000,PA Electronics,1200,600,All Open,1/18/2025,c9368218e2978360009b5ee240a632b40e84c017fd3e249d6cae1bb6b6d54c67,outh,Web Hosting Fees,PayPal,Mileage charges are included,Inv-4103,,,
similar region,High,3000,PA Electronics,1200,600,All Open,1/18/2025,c9368218e2978360009b5ee240a632b40e84c017fd3e249d6cae1bb6b6d54c67,SSouth,Web Hosting Fees,PayPal,Mileage charges are included,Inv-4103,,,
similar special_instructions,High,3000,Canada Customs & Revenue Agency,1200,600,All Open,1/10/2025,c9dd705aed4f37a160cbafd3ce4c3703e0d16dff0ff6e730b725fafd97c2ad30,West,Webinar Hosting Services,Credit Card,,Inv-5971,,,
similar special_instructions,High,3000,Canada Customs & Revenue Agency,1200,600,All Open,1/10/2025,c9dd705aed4f37a160cbafd3ce4c3703e0d16dff0ff6e730b725fafd97c2ad30,West,Webinar Hosting Services,Credit Card,,Inv-5971,,,
similar region,High,3000,?????????,1200,600,All Open,2/23/2025,d0ba31916e18c5d23647c8c226c46a4726955f48e340dcc64f39b23ede19a382,wast,Agriculture Consultancy,Cash,,Inv-4511,,,
similar region,High,3000,?????????,1200,600,All Open,2/23/2025,d0ba31916e18c5d23647c8c226c46a4726955f48e340dcc64f39b23ede19a382,Easz,Agriculture Consultancy,Cash,,Inv-4511,,,
similar region,High,3000,?????????,1200,600,All Open,2/23/2025,d0ba31916e18c5d23647c8c226c46a4726955f48e340dcc64f39b23ede19a382,Edst,Agriculture Consultancy,Cash,,Inv-4511,,,
similar region,High,3000,?????????,1200,600,All Open,2/23/2025,d0ba31916e18c5d23647c8c226c46a4726955f48e340dcc64f39b23ede19a382,Est,Agriculture Consultancy,Cash,,Inv-4511,,,
similar region,High,3000,?????????,1200,600,All Open,2/23/2025,d0ba31916e18c5d23647c8c226c46a4726955f48e340dcc64f39b23ede19a382,EEast,Agriculture Consultancy,Cash,,Inv-4511,,,
similar description,High,3000,Jack Douglas,1200,600,All Open,3/3/2025,d111eef827b040768b456c442d87b6b40c9344472fd6aea8d68d35059b2ff155,South,Ageoecology Research,Credit Card,Staff training fees are included,Inv-1324,,,
similar description,High,3000,Jack Douglas,1200,600,All Open,3/3/2025,d111eef827b040768b456c442d87b6b40c9344472fd6aea8d68d35059b2ff155,South,Agroecology Reseaarch,Credit Card,Staff training fees are included,Inv-1324,,,
similar description,High,3000,Jack Douglas,1200,600,All Open,3/3/2025,d111eef827b040768b456c442d87b6b40c9344472fd6aea8d68d35059b2ff155,South,Agroecology  Research,Credit Card,Staff training fees are included,Inv-1324,,,
similar vendor,High,3000,WCB - Quebxc,1200,600,All Open,3/7/2025,d9746c21081a5b920d13313593eb3c9d0b21cccce9329b79e44cabdf89e32882,East,Animal Breeding Programs,Credit Card,,Inv-7167,,,
similar vendor,High,3000,WCB -- Quebec,1200,600,All Open,3/7/2025,d9746c21081a5b920d13313593eb3c9d0b21cccce9329b79e44cabdf89e32882,East,Animal Breeding Programs,Credit Card,,Inv-7167,,,
similar vendor,High,3000,WCB - auebec,1200,600,All Open,3/7/2025,d9746c21081a5b920d13313593eb3c9d0b21cccce9329b79e44cabdf89e32882,East,Animal Breeding Programs,Credit Card,,Inv-7167,,,
similar vendor,High,3000,WCB - Quubec,1200,600,All Open,3/7/2025,d9746c21081a5b920d13313593eb3c9d0b21cccce9329b79e44cabdf89e32882,East,Animal Breeding Programs,Credit Card,,Inv-7167,,,
similar value,High,3000,Jack Douglas,12200,600,All Open,1/3/2025,dda7a89a6b4cc983230b94a315e9d16c5da73c5faefa7a50124718a81463a101,West,Animal Health and Welfare,Bank Transfer,Packaging fees are included,Inv-8548,,,
similar payment_method,High,3000,Revenue Quebec,1200,600,All Open,3/10/2025,e05969b8a0a17cc2f1112a27b5ce6d61efac45d33b42b9b569b94ec947a94657,East,Aquaculture System Design,PayPPal,,Inv-8905,,,
similar payment_method,High,3000,Revenue Quebec,1200,600,All Open,3/10/2025,e05969b8a0a17cc2f1112a27b5ce6d61efac45d33b42b9b569b94ec947a94657,East,Aquaculture System Design,PaPal,,Inv-8905,,,
similar payment_method,High,3000,Revenue Quebec,1200,600,All Open,3/10/2025,e05969b8a0a17cc2f1112a27b5ce6d61efac45d33b42b9b569b94ec947a94657,East,Aquaculture System Design,PayPa,,Inv-8905,,,
similar payment_method,High,3000,Revenue Quebec,1200,600,All Open,3/10/2025,e05969b8a0a17cc2f1112a27b5ce6d61efac45d33b42b9b569b94ec947a94657,East,Aquaculture System Design,PayPPal,,Inv-8905,,,
similar description,High,3000,"eSupplier, Inc",1200,600,All Open,2/8/2025,e06adeb9993a5f145275a53eaccad30c9c59d216843a6d4302eca4dabf7c42db,East,Archiwectural Design Services,PayPal,,Inv-1223,,,
similar description,High,3000,"eSupplier, Inc",1200,600,All Open,2/8/2025,e06adeb9993a5f145275a53eaccad30c9c59d216843a6d4302eca4dabf7c42db,East,Architectural  Design Services,PayPal,,Inv-1223,,,
similar description,High,3000,"eSupplier, Inc",1200,600,All Open,2/8/2025,e06adeb9993a5f145275a53eaccad30c9c59d216843a6d4302eca4dabf7c42db,East,Architecturl Design Services,PayPal,,Inv-1223,,,
similar description,High,3000,"eSupplier, Inc",1200,600,All Open,2/8/2025,e06adeb9993a5f145275a53eaccad30c9c59d216843a6d4302eca4dabf7c42db,East,Architectural Design Servvices,PayPal,,Inv-1223,,,
similar description,High,3000,"eSupplier, Inc",1200,600,All Open,2/8/2025,e06adeb9993a5f145275a53eaccad30c9c59d216843a6d4302eca4dabf7c42db,East,Archiitectural Design Services,PayPal,,Inv-1223,,,
similar description,High,3000,Miller Company Inc.,1200,600,All Open,2/1/2025,e1ef132fe53f82452af8fa37d0714a74ee502de09d942811aff44c978682a4bf,East,Beach Nouristment Projects,PayPal,,Inv-2944,,,
similar description,High,3000,Miller Company Inc.,1200,600,All Open,2/1/2025,e1ef132fe53f82452af8fa37d0714a74ee502de09d942811aff44c978682a4bf,East,Beaoh Nourishment Projects,PayPal,,Inv-2944,,,
similar description,High,3000,Miller Company Inc.,1200,600,All Open,2/1/2025,e1ef132fe53f82452af8fa37d0714a74ee502de09d942811aff44c978682a4bf,East,Beach Nourisshment Projects,PayPal,,Inv-2944,,,
similar description,High,3000,Miller Company Inc.,1200,600,All Open,2/1/2025,e1ef132fe53f82452af8fa37d0714a74ee502de09d942811aff44c978682a4bf,East,Beach Nourihment Projects,PayPal,,Inv-2944,,,
